session_id,user_agent_type,label,char,flight_time,is_error,sequence_idx,flight_time_var,flight_time_norm
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,j,201,0,112,1645.8000000003076,-0.13894661250394044
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,j,177,0,113,562.2000000002979,-0.21755430026598496
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,r,142,0,114,684.3000000003016,-0.33219051158563323
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,u,317,0,115,5297.200000000284,0.24099054501260808
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,j,192,0,116,4369.700000000277,-0.16842449541470714
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,j,171,0,117,4621.700000000281,-0.2372062222064961
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,r,160,0,118,4873.300000000283,-0.27323474576409984
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,j,113,0,119,5830.300000000286,-0.4271748009647704
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,j,180,0,120,925.7000000003014,-0.2077283392957294
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,j,173,0,121,724.3000000003034,-0.23065558155965907
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,r,152,0,122,686.3000000003055,-0.299437308351448
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,j,122,0,123,891.5000000003099,-0.3976969180540037
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,j,170,0,124,543.8000000003034,-0.24048154252991463
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,j,172,0,125,474.2000000003043,-0.23393090188307758
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,f,120,0,126,633.2000000003103,-0.4042475587008407
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,f,125,0,127,714.2000000003134,-0.38787095708374814
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,j,77,0,128,1564.7000000003186,-0.5450863326078371
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,j,183,0,129,1840.3000000003171,-0.19790237832547383
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,1900,0,130,630659.5000000001,5.425822616984128
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,52,0,131,643858.3000000002,-0.6269693406933002
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,55,0,132,656822.3000000002,-0.6171433797230447
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,56,0,133,660862.7000000002,-0.6138680593996261
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,631,0,134,641374.7000000001,1.269441126566024
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,153,0,135,62768.300000000236,-0.2961619880280295
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,a,2000,0,136,687881.5,5.75335464932598
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,p,135,0,137,668201.5,-0.3551177538495629
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,l,215,0,138,630407.2,-0.09309212797608114
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,l,227,0,139,662202.0,-0.05378828409505888
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,e,193,0,140,654662.0,-0.16514917509128862
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,s,252,0,141,1958.800000000226,0.028094723990404167
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0, ,124,0,142,2364.7000000002267,-0.3911462774071666
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,s,1370,0,143,276561.7000000001,3.6899028455723117
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,h,76,0,144,296690.0000000002,-0.5483616529312557
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,a,172,0,145,298983.2000000002,-0.23393090188307758
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,d,212,0,146,302239.2000000002,-0.10291808894633671
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,e,210,0,147,292246.0000000002,-0.10946872959317375
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,s,209,0,148,3389.2000000003436,-0.11274404991659227
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0, ,94,0,149,2555.8000000003412,-0.48940588710972227
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,o,330,0,150,6964.000000000319,0.2835697092170489
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,f,162,0,151,7439.000000000326,-0.2666841051172628
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0, ,175,0,152,7526.500000000331,-0.22410494091282201
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,g,1621,0,153,416865.3000000001,4.51200824675036
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,g,210,0,154,397377.3000000001,-0.10946872959317375
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,g,263,0,155,403956.70000000007,0.06412324754800791
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,g,292,0,156,386263.7,0.15910753692714505
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,g,244,0,157,375582.5,0.0018921614030559906
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,g,273,0,158,973.3000000001142,0.09687645078219312
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,g,218,0,159,800.500000000113,-0.08326616700582558
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,g,250,0,160,801.8000000001142,0.02154408334356712
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,g,264,0,161,446.2000000001167,0.06739856787142642
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,f,444,0,162,7866.200000000099,0.6569562260867604
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,g,283,0,163,7802.200000000098,0.12962965401637835
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0, ,638,0,164,27584.200000000063,1.2923683688299537
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,a,212,0,165,30263.200000000063,-0.10291808894633671
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,n,115,0,166,42466.300000000076,-0.4206241603179333
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,d,162,0,167,43481.5000000001,-0.2666841051172628
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0, ,191,0,168,45128.30000000011,-0.17169981573812568
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,d,560,0,169,31743.50000000012,1.036893383603309
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,g,369,0,170,33847.300000000105,0.4113072018303712
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,r,197,0,171,28451.7000000001,-0.15204789379761455
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,e,194,0,172,26515.700000000095,-0.1618738547678701
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,a,265,0,173,23496.50000000009,0.07067388819484495
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,s,228,0,174,5203.300000000119,-0.05051296377164036
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,a,205,0,175,873.7000000001342,-0.12584533121026636
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,a,209,0,176,777.7000000001332,-0.11274404991659227
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,a,210,0,177,619.3000000001317,-0.10946872959317375
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,a,197,0,178,129.7000000001379,-0.15204789379761455
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,s,221,0,179,75.80000000013855,-0.07344020603557001
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,d,275,0,180,936.8000000001323,0.10342709142903017
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,d,314,0,181,2438.300000000123,0.23116458404235252
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,d,212,0,182,2405.7000000001226,-0.10291808894633671
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,d,317,0,183,2477.7000000001117,0.24099054501260808
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,f,227,0,184,2344.500000000111,-0.05378828409505888
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,658,0,185,32831.300000000076,1.357874775298324
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,56,0,186,50220.5000000001,-0.6138680593996261
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,56,0,187,61483.70000000012,-0.6138680593996261
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,56,0,188,68034.80000000015,-0.6138680593996261
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,53,0,189,72663.20000000016,-0.6236940203698816
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,53,0,190,2.700000000218483,-0.6236940203698816
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,53,0,191,2.700000000218756,-0.6236940203698816
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,56,0,192,2.700000000218756,-0.6138680593996261
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,55,0,193,2.0000000002188454,-0.6171433797230447
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,56,0,194,2.300000000218573,-0.6138680593996261
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,53,0,195,2.300000000218573,-0.6236940203698816
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,54,0,196,1.7000000002184834,-0.6204187000464632
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,53,0,197,1.7000000002187556,-0.6236940203698816
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,55,0,198,1.7000000002187556,-0.6171433797230447
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,55,0,199,1.000000000218845,-0.6171433797230447
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,55,0,200,0.8000000002186619,-0.6171433797230447
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,51,0,201,3.2000000002189344,-0.6302446610167187
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,54,0,202,3.0000000002188436,-0.6204187000464632
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,57,0,203,4.800000000218661,-0.6105927390762076
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,54,0,204,4.700000000218752,-0.6204187000464632
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,56,0,205,5.3000000002186605,-0.6138680593996261
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,56,0,206,1.800000000218204,-0.6138680593996261
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,59,0,207,3.3000000002177474,-0.6040420984293705
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,52,0,208,6.800000000218204,-0.6269693406933002
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,56,0,209,6.200000000218021,-0.6138680593996261
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,58,0,210,7.20000000021784,-0.6073174187527891
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,56,0,211,7.20000000021784,-0.6138680593996261
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,Backspace,55,0,212,4.800000000218203,-0.6171433797230447
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,u,2000,0,213,755634.0,5.75335464932598
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,j,223,0,214,728730.3,-0.06688956538873297
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,j,231,0,215,698351.5,-0.04068700280138479
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,f,278,0,216,657481.3,0.11325305239928574
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,j,133,0,217,639104.5,-0.3616683944963999
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,j,190,0,218,2889.500000000236,-0.1749751360615442
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,f,67,0,219,6820.7000000002545,-0.5778395358420224
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,h,203,0,220,6260.700000000258,-0.13239597185710342
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,h,182,0,221,3121.5000000002688,-0.20117769864889237
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,f,72,0,222,4536.700000000275,-0.5614629342249298
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,b,146,0,223,3885.5000000002806,-0.3190892302919591
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0, ,115,0,224,2738.300000000275,-0.4206241603179333
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,f,67,0,225,2398.3000000002903,-0.5778395358420224
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,h,135,0,226,1298.5000000002956,-0.3551177538495629
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,f,56,0,227,1629.7000000002972,-0.6138680593996261
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,j,137,0,228,1456.0000000002983,-0.3485671132027258
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,f,63,0,229,1658.8000000003042,-0.5909408171356965
37f40495-6cbb-4ebd-bd53-268c9cc2a261,mobile,0,h,119,0,230,1560.0000000002983,-0.40752287902425927
